Transaction_ID,Customer_ID,Account_Type,Total_Balance,Transaction_Amount,Investment_Amount,Investment_Type,Transaction_Date
303134,202715,Savings,57101,2627,19252,Fixed Deposit,01-08-2022
303135,207482,Current,55291,2490,35533,Mutual Fund,05-11-2024
303136,205819,Savings,85227,2554,13425,Fixed Deposit,22-06-2023
303137,205300,Current,73688,2937,24321,Recurring Deposit,07-04-2023
303138,202727,Business,79437,3446,29541,Mutual Fund,13-07-2022
303139,202428,Savings,52396,738,24937,Mutual Fund,26-07-2022
303140,203379,Savings,38253,4869,8392,Recurring Deposit,11-05-2023
303141,204618,Current,59046,2015,20802,Recurring Deposit,15-11-2022
303142,208881,Business,58689,125,11949,Recurring Deposit,01-11-2023
303143,202170,Current,93800,1811,22180,Recurring Deposit,29-11-2024
303144,206325,Current,41063,1680,3489,Mutual Fund,15-11-2022
303145,205425,Business,72793,486,48666,Fixed Deposit,16-11-2023
303146,202800,Current,36774,1079,16615,Recurring Deposit,25-07-2023
303147,202303,Current,86198,1051,22326,Recurring Deposit,02-10-2023
303148,200212,Business,3895,4680,43157,Mutual Fund,02-09-2022
303149,204994,Savings,25406,3985,41777,Fixed Deposit,10-08-2022
303150,201320,Business,32848,190.5130831,25412,Fixed Deposit,29-03-2022
303151,208095,Business,57021,665,10763,Mutual Fund,12-07-2023
303152,206871,Business,50077,3964,11931,Mutual Fund,09-02-2024
303153,201214,Current,83628,4860,24125,Fixed Deposit,01-10-2023
303154,208082,Business,17644,1876,5574,Fixed Deposit,14-05-2023
303155,208320,Current,45809,2338,41422,Mutual Fund,26-08-2022
303156,209248,Business,93021,2203,10921,Recurring Deposit,12-10-2022
303157,205563,Business,86155,3197,27288,Recurring Deposit,03-08-2022
303158,203286,Current,26250,4305,37805,Fixed Deposit,06-01-2023
303159,209969,Current,59670,3107,27194,Mutual Fund,19-01-2024
303160,207660,Savings,57207,2598,2178,Recurring Deposit,16-02-2024
303161,201781,Savings,31884,4348,5549,Mutual Fund,02-08-2024
303162,206333,Current,91025,1198.7792,1001,Mutual Fund,29-07-2024
303163,201838,Savings,84183,1853.825067,46049,Fixed Deposit,25-05-2024
303164,209616,Current,32271,1111,5598,Mutual Fund,14-12-2023
303165,202440,Savings,80375,1048.372686,44054,Mutual Fund,28-08-2022
303166,201106,Savings,99500,3785,22129,Mutual Fund,30-04-2022
303167,203002,Current,67610,3532,18596,Fixed Deposit,07-08-2022
303168,205188,Business,24919,3708,26895,Fixed Deposit,21-09-2023
303169,203405,Current,86357,4388,22508,Fixed Deposit,28-07-2024
303170,209004,Savings,58581,867,41717,Fixed Deposit,12-08-2022
303171,203232,Savings,45367,1490,41024,Fixed Deposit,03-10-2024
303172,204202,Current,91818,3099,18093,Mutual Fund,05-10-2024
303173,203051,Savings,59432,4467,31027,Fixed Deposit,06-08-2023
303174,203877,Current,17173,643,21930,Recurring Deposit,09-11-2023
303175,207614,Savings,22855,4046,37462,Recurring Deposit,09-04-2022
303176,207307,Savings,56061,427,7385,Fixed Deposit,17-06-2023
303177,202882,Business,80179,4540,39038,Mutual Fund,23-12-2023
303178,200359,Current,61293,2543,37288,Recurring Deposit,13-11-2023
303179,207068,Business,50318,2599,18486,Fixed Deposit,30-07-2022
303180,202197,Business,65104,3618,6607,Fixed Deposit,06-08-2024
303181,205025,Savings,45628,3581,31284,Mutual Fund,02-04-2023
303182,205957,Current,37831,4639,5517,Mutual Fund,25-08-2024
303183,200098,Savings,19224,1965,26229,Fixed Deposit,07-06-2024
303184,207334,Current,14168,4768,34682,Recurring Deposit,09-12-2022
303185,202703,Business,39414,2152,44144,Mutual Fund,17-02-2025
303186,209003,Savings,17160,4867,34568,Fixed Deposit,02-11-2023
303187,201875,Savings,21575,1219,4060,Fixed Deposit,09-12-2022
303188,207407,Business,46281,2937,39828,Fixed Deposit,22-10-2022
303189,209432,Business,78299,2979,43784,Fixed Deposit,12-05-2023
303190,205703,Current,6749,3515,4587,Fixed Deposit,01-07-2023
303191,205536,Savings,57518,4942,42297,Mutual Fund,11-05-2023
303192,200684,Business,95860,3660,6144,Recurring Deposit,25-04-2024
303193,202239,Current,9884,4723,19658,Mutual Fund,02-11-2022
303194,200898,Current,81038,2454,3293,Fixed Deposit,27-06-2022
303195,209879,Business,29613,2111,38222,Mutual Fund,05-12-2022
303196,205067,Savings,24432,1750,15752,Mutual Fund,25-01-2024
303197,206814,Business,2129,3096,21369,Mutual Fund,23-05-2023
303198,205446,Business,96097,486,39775,Recurring Deposit,04-01-2024
303199,201831,Current,62405,4080,1924,Fixed Deposit,29-06-2023
303200,205584,Current,58108,4159,34512,Fixed Deposit,11-04-2024
303201,202481,Current,82035,123,12598,Mutual Fund,18-07-2022
303202,208212,Business,34868,4118,36015,Mutual Fund,02-10-2023
303203,206164,Current,40805,277,34070,Mutual Fund,16-04-2023
303204,204411,Business,76825,4655,44640,Mutual Fund,08-04-2023
303205,200617,Business,63092,4570,42175,Mutual Fund,15-11-2024
303206,201088,Current,71323,3860,47952,Fixed Deposit,29-04-2024
303207,208340,Business,94658,4484,36519,Recurring Deposit,28-09-2024
303208,205302,Current,1347,1309,20595,Mutual Fund,02-11-2024
303209,207748,Business,40396,1285,36875,Recurring Deposit,18-01-2023
303210,207886,Business,50359,3009,12789,Mutual Fund,01-03-2024
303211,207789,Current,80476,2128,47559,Mutual Fund,03-09-2022
303212,204377,Business,48764,1581,12058,Recurring Deposit,17-10-2022
303213,207498,Business,41118,3014,21662,Mutual Fund,07-07-2023
303214,200112,Current,2545,1202,19587,Recurring Deposit,31-03-2022
303215,205332,Savings,55221,4382,36370,Fixed Deposit,25-11-2023
303216,209261,Current,50782,2686,45179,Fixed Deposit,19-08-2023
303217,209285,Savings,76867,484,10612,Fixed Deposit,08-11-2024
303218,202229,Business,52868,2855,17557,Recurring Deposit,01-11-2023
303219,205292,Savings,47190,1889,8084,Mutual Fund,14-08-2023
303220,209172,Current,45711,3013,10296,Mutual Fund,02-02-2024
303221,207671,Business,66154,1052,17413,Fixed Deposit,22-08-2023
303222,202357,Savings,48616,698,42391,Recurring Deposit,18-01-2024
303223,207092,Current,86286,4118,45647,Fixed Deposit,26-12-2024
303224,205342,Savings,58473,2102,8568,Recurring Deposit,29-09-2024
303225,206059,Current,41649,2270,26387,Mutual Fund,18-10-2022
303226,204438,Business,82566,1591,27194,Mutual Fund,30-06-2023
303227,206751,Current,36473,354,28720,Mutual Fund,01-08-2023
303228,203051,Savings,54382,2359,35986,Fixed Deposit,13-10-2024
303229,205239,Business,67308,383,12225,Mutual Fund,05-03-2025
303230,204093,Business,87428,2427,27752,Recurring Deposit,27-01-2023
303231,204485,Current,33707,3339,13050,Recurring Deposit,03-04-2024
303232,202981,Business,82079,3374,17492,Fixed Deposit,22-07-2023
303233,208021,Savings,43050,2875,34035,Fixed Deposit,21-12-2022
303234,205066,Business,75823,3092,23646,Fixed Deposit,29-11-2023
303235,203964,Current,34355,4811,15571,Recurring Deposit,29-07-2023
303236,204084,Current,57599,3832,21507,Mutual Fund,16-06-2023
303237,204860,Business,29946,3555,33876,Recurring Deposit,04-03-2025
303238,204651,Savings,86750,1958,36813,Fixed Deposit,28-11-2024
303239,201123,Business,65611,2977,20870,Recurring Deposit,21-04-2024
303240,209243,Business,50233,3509,46371,Mutual Fund,31-08-2024
303241,204671,Current,87823,4173,46260,Mutual Fund,01-04-2023
303242,200815,Business,71391,1181,45276,Fixed Deposit,09-08-2023
303243,200978,Savings,29286,2055,45650,Recurring Deposit,26-10-2023
303244,202858,Savings,49383,739,40411,Fixed Deposit,30-05-2023
303245,200682,Savings,85769,882,31260,Fixed Deposit,21-11-2023
303246,208140,Savings,66240,1441,19954,Fixed Deposit,09-10-2023
303247,203655,Savings,38499,1289,19315,Fixed Deposit,13-09-2022
303248,200780,Business,32750,2723,1214,Recurring Deposit,12-08-2024
303249,201442,Savings,44082,719,45601,Fixed Deposit,25-01-2023
303250,207818,Savings,70157,849.5677388,19037,Mutual Fund,25-09-2024
303251,204500,Business,51066,1834,33302,Fixed Deposit,15-07-2024
303252,202759,Business,6932,814,10278,Mutual Fund,25-12-2022
303253,205993,Savings,43643,1066,1991,Recurring Deposit,12-02-2025
303254,203120,Savings,77250,4092,19882,Fixed Deposit,22-07-2024
303255,202545,Current,87238,4132,19950,Recurring Deposit,01-05-2022
303256,204041,Savings,43712,3401,44397,Mutual Fund,07-03-2024
303257,205875,Savings,11103,4701,13706,Mutual Fund,09-02-2023
303258,209562,Current,82025,4396,33694,Recurring Deposit,31-01-2024
303259,202828,Business,13252,3278,28035,Fixed Deposit,16-06-2023
303260,201462,Business,24076,2903,38654,Recurring Deposit,01-03-2025
303261,207942,Business,7174,568,34673,Fixed Deposit,06-07-2022
303262,200553,Savings,88593,2169,33080,Mutual Fund,16-12-2023
303263,207051,Current,19029,4167.109769,13085,Fixed Deposit,29-01-2025
303264,205899,Current,77756,4220,49189,Mutual Fund,04-05-2024
303265,208907,Savings,68552,3785,34550,Mutual Fund,23-10-2022
303266,204295,Savings,73393,1440,49525,Recurring Deposit,28-11-2024
303267,205104,Savings,68579,3863,46834,Fixed Deposit,04-07-2023
303268,203389,Savings,48701,2115,2846,Recurring Deposit,31-03-2023
303269,205319,Business,67740,4403,6145,Recurring Deposit,17-04-2023
303270,203651,Current,57202,1112,32790,Fixed Deposit,07-01-2025
303271,203135,Current,91485,2167,45530,Mutual Fund,15-11-2022
303272,205263,Current,22864,4812,29096,Fixed Deposit,07-01-2024
303273,207402,Business,77747,3789,15610,Fixed Deposit,27-10-2023
303274,203495,Business,64987,457,48498,Mutual Fund,13-07-2022
303275,201337,Current,77005,2832,25923,Mutual Fund,16-02-2024
303276,205088,Business,88052,4338,18279,Mutual Fund,04-10-2024
303277,206196,Business,22925,2319,9562,Fixed Deposit,03-04-2024
303278,203011,Current,81913,1778,5077,Mutual Fund,10-09-2024
303279,202659,Savings,90487,3803,48954,Fixed Deposit,03-12-2023
303280,209356,Current,70800,4825,19866,Mutual Fund,28-06-2024
303281,202735,Savings,2073,953,1031,Mutual Fund,15-05-2024
303282,205307,Business,48209,495,1810,Mutual Fund,27-02-2025
303283,204813,Savings,86210,3070,47496,Fixed Deposit,30-12-2023
303284,204713,Savings,8873,1014,17901,Recurring Deposit,12-07-2024
303285,206756,Savings,1040,4397,39045,Fixed Deposit,17-05-2022
303286,206597,Savings,74073,2118,15921,Fixed Deposit,30-09-2023
303287,200178,Business,2655,4956,30341,Recurring Deposit,14-03-2025
303288,201037,Current,54786,3023,39021,Recurring Deposit,02-07-2024
303289,203834,Current,11938,3221,49876,Recurring Deposit,28-09-2024
303290,204778,Savings,51496,512.3943367,10939,Fixed Deposit,06-12-2024
303291,207426,Current,60533,4011,46776,Mutual Fund,31-07-2022
303292,205784,Current,1930,2286,8553,Recurring Deposit,06-09-2022
303293,206177,Current,15614,2802,28137,Mutual Fund,10-04-2023
303294,204805,Current,27090,3746,4081,Fixed Deposit,05-01-2025
303295,207399,Business,92674,1468,9704,Recurring Deposit,16-01-2025
303296,207360,Current,95641,3693,19721,Mutual Fund,23-09-2023
303297,206331,Savings,43849,2389,46806,Mutual Fund,04-12-2022
303298,203568,Current,59032,2592,13020,Recurring Deposit,20-12-2024
303299,204423,Business,78658,4114,42127,Fixed Deposit,27-10-2024
303300,203986,Current,9162,2196,14682,Recurring Deposit,28-05-2022
303301,203313,Savings,69948,1117,1915,Mutual Fund,11-08-2024
303302,206240,Business,19534,1668,10439,Mutual Fund,17-12-2024
303303,208683,Current,42858,945,6687,Mutual Fund,05-02-2025
303304,208105,Savings,91435,4376,32035,Fixed Deposit,19-12-2024
303305,200309,Savings,61174,4488,2493,Mutual Fund,01-12-2023
303306,207277,Savings,70314,4985,33900,Recurring Deposit,18-08-2023
303307,209893,Current,7658,1344,12072,Fixed Deposit,18-01-2024
303308,208997,Business,6107,4837,26617,Mutual Fund,01-09-2022
303309,206728,Current,49657,1015,23596,Fixed Deposit,06-04-2022
303310,201892,Business,67413,574,9253,Fixed Deposit,21-08-2022
303311,209518,Business,7836,3942,22830,Recurring Deposit,26-04-2023
303312,201917,Savings,93424,541,36213,Recurring Deposit,28-02-2023
303313,206499,Savings,23631,4777,16238,Recurring Deposit,22-05-2024
303314,205221,Savings,7055,2504,24645,Fixed Deposit,03-06-2024
303315,202241,Current,7583,3746,17780,Mutual Fund,03-08-2024
303316,207241,Business,62196,4092,33651,Fixed Deposit,07-09-2024
303317,201973,Savings,54166,296,29305,Recurring Deposit,21-02-2025
303318,205938,Current,98609,2486,36221,Fixed Deposit,30-08-2024
303319,205526,Business,34387,4140,2560,Mutual Fund,27-02-2023
303320,203978,Business,10604,1261,41747,Fixed Deposit,11-02-2024
303321,201315,Current,71997,4820,27904,Fixed Deposit,23-10-2023
303322,208802,Business,17644,2193,10108,Mutual Fund,18-11-2023
303323,209681,Current,94945,3132,37845,Mutual Fund,09-03-2024
303324,206795,Savings,77171,2261,9988,Fixed Deposit,08-02-2025
303325,208395,Business,50058,1270,45603,Fixed Deposit,20-09-2024
303326,206548,Current,3644,2389,19941,Mutual Fund,25-02-2025
303327,201399,Savings,87425,3089,41839,Fixed Deposit,06-05-2024
303328,201372,Savings,39272,4427,29789,Recurring Deposit,10-11-2022
303329,209448,Savings,21208,1493,48620,Recurring Deposit,07-09-2023
303330,205106,Business,89201,292,34473,Recurring Deposit,28-04-2022
303331,203203,Savings,13709,169,3454,Recurring Deposit,08-04-2024
303332,209886,Savings,66687,3465,2237,Recurring Deposit,30-08-2022
303333,202682,Savings,73414,3017,46908,Mutual Fund,22-06-2023
303334,207922,Current,72404,3018,23635,Fixed Deposit,27-12-2023
303335,208425,Business,82966,3040,14744,Recurring Deposit,01-08-2022
303336,202137,Savings,41790,2292,8632,Fixed Deposit,17-09-2022
303337,207147,Business,74556,4780,40079,Mutual Fund,27-10-2022
303338,202806,Savings,78057,4320,30884,Mutual Fund,13-09-2023
303339,204850,Current,8540,3317,42048,Recurring Deposit,18-07-2023
303340,201957,Savings,49507,3409,45422,Fixed Deposit,04-09-2023
303341,209685,Business,53381,4936,21504,Mutual Fund,26-02-2024
303342,200931,Savings,69760,1258,16313,Mutual Fund,05-02-2023
303343,200047,Business,23896,1542,11335,Mutual Fund,07-06-2024
303344,202270,Business,40101,4367,3169,Recurring Deposit,09-04-2024
303345,205767,Current,20197,2986,11937,Recurring Deposit,13-09-2023
303346,207918,Savings,10472,4490,2596,Mutual Fund,29-03-2024
303347,204561,Business,20931,622,2351,Fixed Deposit,19-08-2022
303348,200678,Current,75942,2413,30709,Recurring Deposit,30-01-2024
303349,201590,Business,48059,3299,18942,Recurring Deposit,07-03-2025
303350,202518,Current,84567,3525,3005,Mutual Fund,21-02-2024
303351,207132,Savings,86301,3247,42635,Mutual Fund,29-07-2023
303352,209020,Savings,65452,2505,34730,Recurring Deposit,03-07-2022
303353,201566,Savings,19870,1745,7572,Mutual Fund,30-06-2023
303354,206683,Savings,53829,2883,15763,Fixed Deposit,29-05-2022
303355,201567,Savings,74686,787,9644,Fixed Deposit,15-09-2022
303356,200205,Savings,38850,4216,22631,Mutual Fund,25-04-2022
303357,201805,Business,73500,307,37928,Recurring Deposit,04-09-2023
303358,208671,Business,1233,4950,37576,Fixed Deposit,21-12-2024
303359,202120,Current,36904,361,32927,Recurring Deposit,06-09-2022
303360,209653,Savings,27674,3230,42492,Fixed Deposit,04-02-2025
303361,205810,Savings,35009,711,14332,Recurring Deposit,01-12-2022
303362,206685,Business,79197,3630,45423,Fixed Deposit,03-04-2023
303363,201437,Current,86007,2777,48499,Mutual Fund,30-05-2024
303364,201942,Current,9005,4102,14973,Recurring Deposit,17-12-2022
303365,202827,Current,25765,2543,12184,Mutual Fund,25-07-2024
303366,207380,Savings,47825,838,27632,Recurring Deposit,24-11-2022
303367,208962,Savings,31756,4138,29581,Fixed Deposit,17-08-2023
303368,208258,Current,7588,284,28394,Recurring Deposit,06-08-2024
303369,209637,Savings,18080,768,11051,Recurring Deposit,12-01-2024
303370,207636,Savings,1172,2872,39876,Recurring Deposit,07-03-2024
303371,208555,Savings,6373,3744,14288,Recurring Deposit,16-03-2023
303372,204495,Savings,9056,4960,30399,Recurring Deposit,10-12-2023
303373,202897,Current,13673,1696,16999,Fixed Deposit,23-11-2024
303374,200259,Current,11718,315,10345,Mutual Fund,01-01-2023
303375,207929,Business,77725,1378,47466,Recurring Deposit,04-01-2023
303376,201068,Savings,54161,3648,19062,Fixed Deposit,09-12-2024
303377,204993,Savings,11524,4737,2751,Recurring Deposit,05-01-2025
303378,209502,Savings,43816,3322,41497,Mutual Fund,21-01-2024
303379,207707,Business,22227,524.9162516,15471,Fixed Deposit,25-11-2023
303380,207496,Business,50357,2367,4687,Recurring Deposit,05-05-2022
303381,206458,Business,6031,1177.222202,38556,Recurring Deposit,29-10-2024
303382,201442,Business,34546,2582,45014,Mutual Fund,21-01-2023
303383,209520,Savings,77729,935,11756,Recurring Deposit,17-02-2024
303384,207083,Savings,8391,3663,40623,Fixed Deposit,25-09-2024
303385,200228,Savings,29947,463,38037,Fixed Deposit,17-01-2024
303386,204845,Business,21161,2637.22709,28686,Mutual Fund,15-11-2023
303387,209401,Current,66950,4688,8533,Fixed Deposit,27-03-2022
303388,201970,Current,55660,1416,46918,Mutual Fund,19-03-2025
303389,206261,Savings,77127,3780,40037,Fixed Deposit,17-02-2023
303390,207952,Current,90137,726,27567,Recurring Deposit,03-02-2023
303391,204227,Business,61456,3682,12792,Recurring Deposit,27-05-2023
303392,201725,Business,37350,642,48866,Recurring Deposit,18-03-2025
303393,209808,Savings,25073,1276,34919,Fixed Deposit,26-06-2022
303394,206185,Current,43996,556,15230,Fixed Deposit,02-09-2024
303395,202482,Savings,52892,1276,11726,Fixed Deposit,26-08-2022
303396,205285,Business,55115,460,14041,Mutual Fund,02-07-2024
303397,201450,Current,23937,4881,14772,Recurring Deposit,05-01-2023
303398,206191,Business,38995,3132,16288,Mutual Fund,10-10-2023
303399,205161,Current,33322,385,44308,Mutual Fund,09-08-2023
303400,204280,Savings,36165,503,13891,Fixed Deposit,21-01-2023
303401,205941,Business,72994,2426,21655,Fixed Deposit,29-02-2024
303402,208032,Savings,92926,4322,24773,Fixed Deposit,14-09-2022
303403,201255,Business,15614,484,6646,Recurring Deposit,02-05-2023
303404,200400,Current,6034,2290,20109,Mutual Fund,25-01-2025
303405,209939,Current,75339,3192,49813,Fixed Deposit,19-04-2024
303406,205639,Business,93952,354,9700,Recurring Deposit,17-06-2024
303407,205352,Business,58683,213,7478,Mutual Fund,07-12-2024
